Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.commons.io.input.SwappedDataInputStream.readLine()",,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,6,2,2,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStream.readLong()",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,5,2,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.20,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStream.readShort()",,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,5,2,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.20,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStream.readUTF()",,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,6,2,2,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStream.readUnsignedByte()",,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,5,2,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.20,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStream.readUnsignedShort()",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,5,2,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.20,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStream.skipBytes(int)",,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,5,2,1,7,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.40,1,1,1,1
Public Class,"org.apache.commons.io.input.SwappedDataInputStreamTest",1,1,1,1,4,0,4,0,1,2,0,,0,0,,,,16,2,16,16,0,0,0,16,,119,18,96,39,43,5,,,,33,51,24,27,,,,,,2,2,2,1,,1,1,,43,43,0.05,17,17,17,16
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.setUp()",,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,14,2,12,0,3,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.tearDown()",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadBoolean()",,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,13,3,11,0,5,1,0,7,8,3,5,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadByte()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadChar()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadDouble()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadFloat()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadFully()",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,4,0,2,2,0,5,7,3,4,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadInt()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadLine()",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadLong()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadShort()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadUTF()",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadUnsignedByte()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testReadUnsignedShort()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.SwappedDataInputStreamTest.testSkipBytes()",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.apache.commons.io.input.TaggedInputStream",1,1,1,1,10,0,3,7,1,1,0,,0,0,,,,4,1,4,17,0,0,1,3,,91,6,16,7,5,69,,,,5,10,6,4,,,,,,1,1,1,1,,3,0,,25,25,4.31,4,4,4,4
Public Constructor,"org.apache.commons.io.input.TaggedInputStream.TaggedInputStream(InputStream)",,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Protected Method,"org.apache.commons.io.input.TaggedInputStream.handleIOException(IOException)",,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TaggedInputStream.isCauseOf(Throwable)",,,,,,,,,,,,,,,,,,,,,,,,,,4,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Method,"org.apache.commons.io.input.TaggedInputStream.throwIfCauseOf(Throwable)",,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,3,1,1,10,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,3.33,1,1,1,1
Public Class,"org.apache.commons.io.input.TaggedInputStreamTest",2,2,2,1,20,1,18,0,1,5,0,,0,0,,,,4,0,4,4,0,0,0,4,,97,11,80,19,59,6,,,,44,55,13,42,,,,,,7,7,7,1,,1,2,,0,0,0.07,10,10,10,4
Public Method,"org.apache.commons.io.input.TaggedInputStreamTest.testBrokenStream()",,,,,,,,,,,,,,,,,,,,,,,,,,6,47,3,41,4,32,3,10,27,1,20,27,3,24,7,7,7,1,6,,,,,0,,2,0,,,0.07,7,7,7,1
Public Method,"org.apache.commons.io.input.TaggedInputStreamTest.testEmptyStream()",,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,8,2,6,0,5,1,0,6,7,2,5,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TaggedInputStreamTest.testNormalStream()",,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,13,4,11,0,5,1,0,10,11,3,8,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TaggedInputStreamTest.testOtherException()",,,,,,,,,,,,,,,,,,,,,,,,,,0,15,3,12,4,10,0,7,1,0,8,9,4,5,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.apache.commons.io.input.Tailer",2,2,2,1,18,0,9,8,2,4,0,,7,4,,,,13,8,20,20,0,1,1,18,,527,38,206,58,122,291,,,,100,142,46,96,,,,,,17,17,20,5,,1,5,,88,28,1.41,43,42,47,24
Public Constructor,"org.apache.commons.io.input.Tailer.Tailer(File,Charset,TailerListener,long,boolean,boolean,int)",,,,,,,,,,,,,,,,,,,,,,,,,,10,25,2,12,3,8,11,9,1,0,8,9,1,8,1,1,1,1,0,,,,,0,,0,0,,,0.92,1,1,1,1
Public Constructor,"org.apache.commons.io.input.Tailer.Tailer(File,TailerListener)",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Constructor,"org.apache.commons.io.input.Tailer.Tailer(File,TailerListener,long)",,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Constructor,"org.apache.commons.io.input.Tailer.Tailer(File,TailerListener,long,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Constructor,"org.apache.commons.io.input.Tailer.Tailer(File,TailerListener,long,boolean,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,8,12,0,4,2,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Constructor,"org.apache.commons.io.input.Tailer.Tailer(File,TailerListener,long,boolean,boolean,int)",,,,,,,,,,,,,,,,,,,,,,,,,,9,13,0,4,2,1,9,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.25,1,1,1,1
Public Constructor,"org.apache.commons.io.input.Tailer.Tailer(File,TailerListener,long,boolean,int)",,,,,,,,,,,,,,,,,,,,,,,,,,8,12,0,4,2,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Static Method,"org.apache.commons.io.input.Tailer.create(File,Charset,TailerListener,long,boolean,boolean,int)",,,,,,,,,,,,,,,,,,,,,,,,,,8,21,0,9,5,5,12,4,1,0,5,6,3,3,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Static Method,"org.apache.commons.io.input.Tailer.create(File,TailerListener)",,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,3,1,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Static Method,"org.apache.commons.io.input.Tailer.create(File,TailerListener,long)",,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,3,1,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Static Method,"org.apache.commons.io.input.Tailer.create(File,TailerListener,long,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,8,13,0,4,2,1,9,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.25,1,1,1,1
Public Static Method,"org.apache.commons.io.input.Tailer.create(File,TailerListener,long,boolean,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,6,14,0,4,2,1,10,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.50,1,1,1,1
Public Static Method,"org.apache.commons.io.input.Tailer.create(File,TailerListener,long,boolean,boolean,int)",,,,,,,,,,,,,,,,,,,,,,,,,,9,16,0,5,3,1,11,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.20,1,1,1,1
Public Static Method,"org.apache.commons.io.input.Tailer.create(File,TailerListener,long,boolean,int)",,,,,,,,,,,,,,,,,,,,,,,,,,6,14,0,4,2,1,10,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.50,1,1,1,1
Public Method,"org.apache.commons.io.input.Tailer.getDelay()",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.commons.io.input.Tailer.getFile()",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Protected Method,"org.apache.commons.io.input.Tailer.getRun()",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Private Method,"org.apache.commons.io.input.Tailer.readLines(RandomAccessFile)",,,,,,,,,,,,,,,,,,,,,,,,,,6,51,3,41,6,31,11,10,14,1,24,32,7,25,8,7,9,1,3,,,,,0,,5,0,,,0.27,8,7,9,1
Public Method,"org.apache.commons.io.input.Tailer.run()",,,,,,,,,,,,,,,,,,,,,,,,,,10,94,1,73,6,57,24,15,741,3,35,50,6,44,17,17,20,5,10,,,,,6,,5,4,,,0.33,17,17,20,5
Public Method,"org.apache.commons.io.input.Tailer.stop()",,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Interface,"org.apache.commons.io.input.TailerListener",0,0,0,0,0,0,0,0,0,1,1,,0,0,,,,5,0,5,5,5,0,0,0,,43,6,7,6,0,30,,,,5,6,6,0,,,,,,0,0,0,0,,0,0,,0,0,4.29,0,0,0,0
Abstract Method,"org.apache.commons.io.input.TailerListener.fileNotFound()",,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,1,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Abstract Method,"org.apache.commons.io.input.TailerListener.fileRotated()",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,1,1,0,8,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Abstract Method,"org.apache.commons.io.input.TailerListener.handle(Exception)",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,1,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,"org.apache.commons.io.input.TailerListener.handle(String)",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,1,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,"org.apache.commons.io.input.TailerListener.init(Tailer)",,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,1,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Public Class,"org.apache.commons.io.input.TailerListenerAdapter",1,1,1,1,8,0,2,6,2,1,1,,0,0,,,,6,0,6,6,0,0,0,6,,68,6,19,12,0,43,,,,0,7,7,0,,,,,,1,1,1,1,,1,0,,0,0,2.26,6,6,6,6
Public Method,"org.apache.commons.io.input.TailerListenerAdapter.endOfFileReached()",,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,2,1,0,11,0,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,5.50,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerListenerAdapter.fileNotFound()",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,2,1,0,4,0,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerListenerAdapter.fileRotated()",,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,2,1,0,7,0,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,3.50,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerListenerAdapter.handle(Exception)",,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,2,1,0,5,0,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,2.50,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerListenerAdapter.handle(String)",,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,2,1,0,5,0,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,2.50,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerListenerAdapter.init(Tailer)",,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,2,1,0,6,0,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Class,"org.apache.commons.io.input.TailerTest",1,1,2,1,22,2,18,1,1,5,0,,0,0,,,,15,2,15,15,0,3,1,11,,434,63,337,119,247,43,,,,226,272,104,168,,,,,,5,5,5,1,,1,3,,60,26,0.13,28,28,30,15
Private Static Class,"org.apache.commons.io.input.TailerTest.TestTailerListener",1,1,1,1,3,0,3,0,1,1,0,,0,0,,,,8,6,8,14,0,0,0,8,,56,14,38,21,14,8,,,,14,23,15,8,,,,,,1,1,1,1,,2,0,,83,83,0.21,8,8,8,8
Public Method,"org.apache.commons.io.input.TailerTest.TestTailerListener.clear()",,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.TestTailerListener.endOfFileReached()",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.TestTailerListener.fileNotFound()",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.TestTailerListener.fileRotated()",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.TestTailerListener.getLines()",,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.TestTailerListener.handle(Exception)",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.TestTailerListener.handle(String)",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.TestTailerListener.init(Tailer)",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Protected Method,"org.apache.commons.io.input.TailerTest.createFile(File,long)",,,,,,,,,,,,,,,,,,,,,,,,,,9,30,1,26,3,17,3,6,10,1,6,13,2,11,5,5,5,1,2,,,,,0,,3,0,,,0.12,5,5,5,1
Private Method,"org.apache.commons.io.input.TailerTest.getTestDirectory()",,,,,,,,,,,,,,,,,,,,,,,,,,11,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.tearDown()",,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,1,2,0,1,2,0,1,3,1,2,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.input.TailerTest.testBufferBreak()",,,,,,,,,,,,,,,,,,,,,,,,,,1,20,5,15,6,12,0,12,2,0,11,13,6,7,2,2,3,1,0,,,,,0,,1,0,,,0.00,2,2,3,1
Public Method,"org.apache.commons.io.input.TailerTest.testIO335()",,,,,,,,,,,,,,,,,,,,,,,,,,1,21,1,18,7,16,3,11,1,0,16,17,7,10,1,1,1,1,0,,,,,0,,0,0,,,0.17,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.testInterrupt()",,,,,,,,,,,,,,,,,,,,,,,,,,6,21,0,20,6,18,2,12,1,0,18,19,6,13,1,1,1,1,0,,,,,0,,0,0,,,0.10,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.testLongFile()",,,,,,,,,,,,,,,,,,,,,,,,,,1,28,6,22,7,17,0,14,4,1,16,20,8,12,3,3,4,1,0,,,,,0,,2,0,,,0.00,3,3,4,1
Public Method,"org.apache.commons.io.input.TailerTest.testMultiByteBreak()",,,,,,,,,,,,,,,,,,,,,,,,,,2,41,2,38,15,31,2,25,6,1,27,32,16,16,4,4,4,1,0,,,,,0,,3,0,,,0.05,4,4,4,1
Public Method,"org.apache.commons.io.input.TailerTest.testStopWithNoFile()",,,,,,,,,,,,,,,,,,,,,,,,,,6,16,0,16,5,14,1,10,1,0,14,15,5,10,1,1,1,1,0,,,,,0,,0,0,,,0.06,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.testStopWithNoFileUsingExecutor()",,,,,,,,,,,,,,,,,,,,,,,,,,6,18,0,18,6,16,1,11,1,0,16,17,6,11,1,1,1,1,0,,,,,0,,0,0,,,0.06,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.testTailer()",,,,,,,,,,,,,,,,,,,,,,,,,,5,64,7,50,10,48,7,21,1,0,48,49,10,39,1,1,1,1,0,,,,,0,,0,0,,,0.14,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.testTailerEndOfFileReached()",,,,,,,,,,,,,,,,,,,,,,,,,,2,28,4,19,8,17,5,10,1,0,17,18,8,10,1,1,1,1,0,,,,,0,,0,0,,,0.26,1,1,1,1
Public Method,"org.apache.commons.io.input.TailerTest.testTailerEof()",,,,,,,,,,,,,,,,,,,,,,,,,,1,26,5,19,6,17,2,12,1,0,17,18,6,12,1,1,1,1,0,,,,,0,,0,0,,,0.11,1,1,1,1
Private Method,"org.apache.commons.io.input.TailerTest.write(File,String...)",,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,7,1,3,1,1,2,0,1,5,2,3,2,2,2,1,0,,,,,0,,2,0,,,0.14,2,2,2,1
Private Method,"org.apache.commons.io.input.TailerTest.writeString(File,String...)",,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,7,1,3,1,1,2,0,1,5,2,3,2,2,2,1,0,,,,,0,,2,0,,,0.14,2,2,2,1
Public Class,"org.apache.commons.io.input.TeeInputStream",1,1,1,1,15,0,6,8,1,1,0,,0,0,,,,6,2,6,19,0,0,0,6,,129,9,47,17,21,73,,,,17,29,12,17,,,,,,2,2,2,1,,3,1,,41,25,1.55,10,10,10,6
Public Constructor,"org.apache.commons.io.input.TeeInputStream.TeeInputStream(InputStream,OutputStream)",,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,3,1,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Constructor,"org.apache.commons.io.input.TeeInputStream.TeeInputStream(InputStream,OutputStream,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,4,17,0,6,2,3,11,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,,1.83,1,1,1,1
Public Method,"org.apache.commons.io.input.TeeInputStream.close()",,,,,,,,,,,,,,,,,,,,,,,,,,2,16,0,9,1,5,7,2,2,0,2,5,1,4,2,2,2,1,0,,,,,0,,1,0,,,0.78,2,2,2,1
Public Method,"org.apache.commons.io.input.TeeInputStream.read()",,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,7,2,4,7,3,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,,1.00,2,2,2,1
Public Method,"org.apache.commons.io.input.TeeInputStream.read(byte[])",,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,7,2,4,8,3,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,,1.14,2,2,2,1
Public Method,"org.apache.commons.io.input.TeeInputStream.read(byte[],int,int)",,,,,,,,,,,,,,,,,,,,,,,,,,4,17,0,7,2,4,10,3,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,,1.43,2,2,2,1
Public Class,"org.apache.commons.io.input.TeeInputStreamTest",1,1,1,1,6,0,6,0,1,1,0,,0,0,,,,8,3,8,8,0,0,0,8,,82,12,67,23,39,3,,,,41,50,15,35,,,,,,1,1,1,1,,1,0,,4,4,0.04,8,8,8,8
Public Method,"org.apache.commons.io.input.TeeInputStreamTest.setUp()",,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,2,3,0,4,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TeeInputStreamTest.testMarkReset()",,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,10,1,8,0,5,1,0,8,9,1,8,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TeeInputStreamTest.testReadEverything()",,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,1,5,0,3,1,0,5,6,1,5,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TeeInputStreamTest.testReadNothing()",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.TeeInputStreamTest.testReadOneByte()",,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
